1005,TCB_05_T1,TCB_05_T2,TCB_05_T3,TCG_05_T1,TCG_05_T2,TCG_05_T3,TCW_05_T1,TCW_05_T2,TCW_05_T3,blue_05_T1,blue_05_T2,blue_05_T3,green_05_T1,green_05_T2,green_05_T3,mndwi_05_T1,mndwi_05_T2,mndwi_05_T3,ndmi_05_T1,ndmi_05_T2,ndmi_05_T3,ndvi_05_T1,ndvi_05_T2,ndvi_05_T3,ndwi_05_T1,ndwi_05_T2,ndwi_05_T3,nir_05_T1,nir_05_T2,nir_05_T3,red_05_T1,red_05_T2,red_05_T3,swir1_05_T1,swir1_05_T2,swir1_05_T3,swir2_05_T1,swir2_05_T2,swir2_05_T3,.geo
1,2718.97595,1207.4021,1191.762,781.23655,422.4251,262.1198,-167.8236,-327.0365,-368.1775,1534,291,308.5,1563,301,389.5,-0.2684296747,-0.5248618785,-0.3583196046,0.3621512943,0.2007458048,0.1156968877,0.3031978841,0.5248618785,0.4022108844,0.1038135593,-0.3622881356,-0.2531160115,2710,966,824.5,1449,348,351.5,1269,643,653.5,870,354,413,
1,1568.1672,1571.6036,1481.03815,783.6943,783.6921,712.92925,-88.1904,-95.677,-196.5701,312,312,311,471,377,436.5,-0.5223123732,-0.5985090522,-0.5167450872,0.4537530266,0.4460500963,0.3530864198,0.5985090522,0.5985090522,0.6136631331,-0.08985507246,-0.2079831933,-0.2001832341,1501,1501,1370,377,471,328,564,575,655,271,271,276.5,
1,1841.325,1331.8396,1051.9212,833.4664,542.6493,428.28885,-74.0568,-192.1735,-112.1906,413,344,277.5,595,318,335,-0.4808027923,-0.5679347826,-0.46528332,0.4504273504,0.3333333333,0.363535091,0.5611775529,0.5679347826,0.5493670886,-0.03877221325,-0.2893854749,-0.1224623445,1697,1154,918,477,423,267,643,577,428.5,308,292,206.5,
1,1602.8151,1580.4887,1364.7887,805.0423,809.2132,632.13275,-80.0838,-68.0748,-89.5394,372,319,290.5,471,377,485,-0.5315763302,-0.6046145779,-0.4412442396,0.463878327,0.4613180516,0.3838495575,0.6066770996,0.6046145779,0.6064205457,-0.08985507246,-0.1987247609,-0.06909788868,1540,1530,1251,377,471,306.5,564,564,557,271,246,183.5,
0,9114.59225,884.8346,391.1715,-1194.666,110.6506,-71.62295,-1281.53055,18.8673,-56.1305,921,332,287,996,326,212.5,-0.2727272727,-0.2889858233,0.1394101877,0.3659874608,0.3856975381,0.1526032316,0.3756906077,0.2889858233,0.06115702479,0.103601108,0.1088435374,0.2859304085,1743,591,160.5,791,432,142,809,262,118,546,157,159.5,
0,8959.76495,872.5678,800.6463,-1065.0564,117.1994,39.2445,-1209.06695,19.9302,-54.1855,858,283,315,909,326,351,-0.3720207254,-0.2889858233,-0.1490909091,0.3226773227,0.4088200238,0.2099553287,0.3951527924,0.2889858233,0.1776397516,-0.05607476636,0.1358885017,0.06283118849,1986,591,474,861,431,331,1017,248,309.5,620,168,168,
1,2554.39745,2469.139,2589.57415,1480.8424,953.3843,785.30995,-419.0014,-1062.2366,-1108.09695,634,353,462.5,847,553,625,-0.5772398303,-0.5612852043,-0.5041650139,0.3724212812,0.06898424769,0.02792084576,0.6475495308,0.5612852043,0.4663573086,-0.2609075044,-0.512130569,-0.4830438379,3160,1968,1896,676,566,690,1445,1714,1793,723,829,892,
1,5042.00815,1359.2531,790.46095,647.30475,436.8028,188.80375,-1124.7575,-112.3217,-27.4053,722,331,254,862,431,312.5,-0.3719489982,-0.4380704042,-0.3074792244,0.3008635579,0.3659442724,0.3303269448,0.4083769634,0.4380704042,0.3720930233,-0.08004268943,-0.08589607635,0.02543068089,1883,1103,590,791,465,270,1012,512,297,614,291,121.5,
1,4946.1842,1899.3359,1257.69205,863.62275,722.1223,640.3475,-987.7305,-252.3322,-88.14725,763,404,229,903,551,413,-0.437032419,-0.4923998158,-0.4898085238,0.3586796345,0.358490566,0.4344335415,0.4890180879,0.4923998158,0.6347001017,-0.09291813159,-0.1626139818,-0.07034327518,2305,1620,1206,791,565,269.5,1088,765,475.5,614,471,214.5,
1,5355.1845,2021.8021,1245.1899,839.8798,667.5515,455.2253,-1174.8425,-390.1424,-197.47555,743,452,316,903,591,364,-0.4565151971,-0.4654002714,-0.4812967581,0.3407202216,0.2745869394,0.3158227848,0.4919852035,0.4654002714,0.4967602592,-0.1371237458,-0.2187706543,-0.1951354339,2420,1620,1039.5,824,615,349.5,1190,922,540.5,687,561,306.5,
1,5917.2504,1137.5376,794.01815,598.0549,348.3954,270.1145,-1255.30655,-54.6379,-21.75355,662,314,253.5,821,395,262.5,-0.4177304965,-0.3969465649,-0.4318181818,0.3277980737,0.3728432108,0.4037135279,0.4862453532,0.3969465649,0.4530477759,-0.1042007638,-0.0282902829,-0.03403863845,1999,915,661.5,691,368,249,1012,418,281,543,201,121.5,
1,6248.41935,1350.7173,886.91625,610.6447,430.1531,354.85415,-1310.36,-22.554,-20.4999,702,313,282,863,475,312.5,-0.4348395547,-0.3979721166,-0.4273934952,0.3574969021,0.3926767677,0.4260869565,0.5032590051,0.3979721166,0.5464019851,-0.09157894737,-0.006276150628,-0.001597444089,2191,1103,779,724,468,228.5,1037,481,313.5,543,201,121.5,
1,6321.34095,822.7617,446.8516,452.60635,79.0939,45.3028,-1303.9392,56.6554,90.02345,744,336,249,988,354,212,-0.3548808358,-0.2062780269,-0.179090029,0.3557660895,0.4028683181,0.6153846154,0.4149335152,0.2062780269,0.237804878,0.001013171226,0.2144082333,0.4903339192,2075,538,304.5,858,367,187.5,986,229,72.5,614,111,29.5,
1,6007.8573,1848.0018,1142.1497,694.3769,526.5565,399.9448,-1415.2524,-228.0756,-116.35405,765,525,318.5,946,591,362.5,-0.4313195071,-0.4157192289,-0.4455066922,0.3636884307,0.3035958125,0.3305174234,0.4853399875,0.4157192289,0.4748341787,-0.08021390374,-0.1283185841,-0.1348448687,2381,1432,945,825,614,336.5,1111,765,475.5,650,425,214.5,
1,4003.004,2060.9272,1849.6282,1357.779,861.4828,527.9785,-795.8056,-603.9048,-708.84615,605,344,392.5,738,518,453.5,-0.5254019293,-0.545215101,-0.4970889936,0.3333333333,0.2201039861,0.06973058637,0.5983827493,0.545215101,0.4384656367,-0.2328482328,-0.3694461351,-0.442703533,2372,1760,1350,596,474,527,1186,1125,1174,578,632,642.5,
1,2756.34465,1641.6972,1361.86235,1397.59065,672.6893,349.41265,-468.07345,-448.277,-610.4031,552,339,299,714,357,291.5,-0.5475285171,-0.5903614458,-0.5288888889,0.319286872,0.2125984252,-0.004996055745,0.6193633952,0.5903614458,0.4014814815,-0.2765957447,-0.4319809069,-0.5324779471,2442,1386,946,574,470,404,1260,900,955.5,647,447,498.5,
1,1487.4065,885.368,832.36135,646.7664,245.1336,58.6255,-156.7157,-107.9235,-40.8807,432,252,286.5,585,295,352.5,-0.4470699433,-0.3967280164,-0.1901206203,0.3536693192,0.3147256978,0.3231162197,0.5294705295,0.3967280164,0.1853546911,-0.1109422492,-0.09370199693,0.1417004049,1531,683,518,471,284,356,731,356,265,398,215,219,
1,1245.0368,739.4193,558.7363,489.88665,216.9366,-46.2692,-96.2792,-0.288,68.51365,452,181,308,501,228,282,-0.4442595674,-0.4411764706,-0.007915567282,0.3299284985,0.4083832335,0.2905405405,0.4974123059,0.4411764706,0.007915567282,-0.1339671564,-0.04,0.2832764505,1302,588,286.5,437,327,282,656,247,157.5,362,112,39.5,
1,1688.51615,599.1217,517.81475,577.98465,28.334,-8.37725,-148.53595,-40.1575,-55.2493,565,288,263.5,702,195,222,-0.3603644647,-0.2844036697,-0.1128871129,0.2988255763,0.2089810017,0.1592091571,0.4523346304,0.2844036697,0.1321138211,-0.06896551724,-0.08018867925,0.04716981132,1493,350,278.5,563,318,213.5,806,229,202,469,121,133.5,
0,2179.4836,450.9969,435.9662,610.0178,23.67765,-27.7457,-239.5839,37.1265,51.9355,684,252.5,217,780,167.5,284,-0.3671399594,-0.246344207,0.1115459883,0.3257277734,0.3763975155,0.3236151603,0.4377133106,0.246344207,0.1237623762,-0.04703726329,0.1433447099,0.42,1685,277,227,659,235,177,857,125.5,116,505,47.5,40,
1,2342.8569,498.90855,465.2897,698.152,59.44,-3.4217,-287.2039,-27.4748,-27.5237,684,212.5,272,822,186,215,-0.3819548872,-0.2705882353,-0.08898305085,0.3147353362,0.2631578947,0.2355769231,0.4529644269,0.2705882353,0.1843317972,-0.07640449438,-0.008,0.1497326203,1838,324,257,692,207.5,177,958,189,159,541,93,110,
1,1582.4337,1587.022,496.5748,444.12525,284.4663,-53.3168,-260.38115,-117.7417,78.52575,348,511,288,476,567,216,-0.306122449,-0.3209580838,-0.07790821772,0.344336084,0.2840512224,0.3741496599,0.4313099042,0.3209580838,-0.06133828996,0.04271631982,-0.04060913706,0.3051359517,896,1103,252.5,356,648,285.5,437,615,115,257,324,40.5,
1,1842.72175,1877.3754,737.3165,594.7201,518.863,136.15315,-262.13895,-218.7553,18.6198,426,492,288,633,586,284.5,-0.3063013699,-0.4229443624,-0.3077858881,0.3607305936,0.3214449017,0.495132128,0.4518879415,0.4229443624,0.3061968408,0.06119027661,-0.1174698795,0.2210300429,1192,1445,537.5,450,688,285.5,560,742,181.5,293,459,161.5,
1,1587.44695,1584.3182,558.46955,443.8092,271.643,-33.40625,-241.0604,-97.0591,75.42715,370,492,288.5,517,586,352,-0.2490922295,-0.306098283,0.08141321045,0.3793103448,0.3329305136,0.4427020507,0.3771016813,0.306098283,0.1261770245,0.1438053097,0.02987697715,0.5058823529,860,1103,299,389,648,232,387,552,115.5,187,369,75,
1,1800.40475,1665.8592,494.52955,555.26685,223.9635,9.8053,-249.2337,-84.4929,68.39975,332,611,289,401,608,217,-0.2787769784,-0.2893045003,-0.1589147287,0.388671875,0.2840512224,0.4392298436,0.4121151936,0.2893045003,0.1272384543,0.1232492997,-0.005723630417,0.3013493253,711,1103,299,296,734,231.5,313,615,116.5,257,324,40.5,
1,1102.7407,1182.7628,1018.0031,452.0857,567.63155,445.1966,-107.0575,-114.0468,-52.0498,288.5,237,268.5,385.5,291,314.5,-0.3962411903,-0.5838398284,-0.4931506849,0.4067061144,0.418507845,0.4493547126,0.5059121622,0.5838398284,0.5532271584,0.01247537754,-0.2187919463,-0.05626406602,891.5,1107.5,926.5,292.5,337.5,266.5,376,454,352,241.5,241.5,188,
1,2734.2774,2173.57255,852.18975,1656.2487,1094.8237,436.73555,-415.0734,-277.26915,16.0566,394,366.5,223.5,648.5,472,249,-0.5933531902,-0.6263605779,-0.5424896647,0.3854961832,0.3770107239,0.5625872499,0.6866910056,0.6263605779,0.596766524,-0.2695015489,-0.3264359615,0.02892561983,2541,2054.5,839.5,472,648.5,212,1127,929.5,235,461.5,427.5,132.5,
1,2270.2526,1978.30485,810.50125,1279.9268,1048.5938,372.28,-366.4536,-284.5438,-46.55785,352.5,326.5,207,569.5,392.5,229,-0.582860282,-0.6586214394,-0.5345528455,0.3744633487,0.3771438888,0.47966683,0.6925788134,0.6586214394,0.5615305067,-0.2665808113,-0.374501992,-0.07381193124,2161,1907,755,392.5,569.5,212,983.5,862.5,265.5,407,407,171.5,
1,1619.9257,1541.868,1162.11045,818.2374,824.4982,571.9378,-163.1919,-168.8215,-136.8899,306.5,300.5,271.5,400.5,331.5,309.5,-0.5403156385,-0.6384950927,-0.5599004621,0.37711647,0.4045337696,0.4127495171,0.6028665273,0.6384950927,0.6090942428,-0.2049627792,-0.3154362416,-0.1913781842,1342,1502.5,1097,332.5,412.5,266.5,607,637,456,247.5,279,254,
1,2149.2321,2001.7556,1148.491,1197.0293,1122.2045,602.73405,-240.8373,-238.0175,-117.9705,363.5,337.5,231,549.5,392,289.5,-0.5832385286,-0.6701030928,-0.5884861407,0.4061973729,0.3972892096,0.4349919743,0.6838072192,0.6701030928,0.6148843931,-0.2320055905,-0.3717948718,-0.2063056888,2087.5,1984.5,1117.5,392,549.5,266.5,881.5,856,440,352,352,237.5,
1,2525.4845,2108.87895,939.8353,1492.6502,1074.21165,410.6228,-277.1753,-276.74265,-33.63435,356.5,356.5,241,610,458.5,301,-0.601242033,-0.627311522,-0.4794638997,0.3997142857,0.3747639485,0.4506146672,0.6846629986,0.627311522,0.5498188406,-0.2652815417,-0.3301680058,-0.0368,2449.5,2002,855.5,458.5,610,248.5,1050.5,910.5,324,426.5,414,155.5,
1,1883.6678,1784.1351,1018.7915,1032.2379,1023.53005,470.4251,-236.4021,-210.0989,-55.4752,302,267.5,203.5,508,331.5,289.5,-0.5592190889,-0.6868949233,-0.5315533981,0.4036321031,0.4010590312,0.4422857143,0.6881164866,0.6868949233,0.5371498173,-0.2009437672,-0.3945205479,-0.1167048055,1797,1786,946.5,332,508,285,763.5,763.5,366,309.5,309.5,181,
0,559.948,515.5246,456.37935,66.8352,22.2854,-75.22285,160.7997,93.9562,52.6911,245,239,264.5,303.5,227.5,277,-0.1797297297,-0.1794409378,0.1340839304,0.6853281853,0.6168108776,0.5188509874,0.2365439093,0.1794409378,-0.01168224299,0.5766233766,0.4918032787,0.6104651163,436.5,327,211.5,269.5,275,216.5,81.5,77.5,67,36,64,109.5,
0,619.0791,545.52785,433.11295,64.9802,43.56535,-39.3663,180.8247,129.70655,93.53095,283.5,235.5,235,381.5,228.5,249,-0.08786610879,-0.2325776658,0.0375,0.6560509554,0.7559808612,0.6239015817,0.2052980132,0.2325776658,0.03010033445,0.6029411765,0.6350626118,0.6462809917,455,367,231,300,315,217.5,94.5,51,53.5,72.5,59,52.5,
0,3527.8753,3497.1195,1853.3996,298.4937,310.3585,55.6952,-2428.1033,-2352.1467,-1212.0962,650,621,453,939,1010,483,-0.3877750611,-0.3044077135,-0.3040345821,-0.08510638298,-0.1544642857,-0.2375737152,0.3620220765,0.3044077135,0.1986754967,-0.4577739281,-0.4382647386,-0.5051229508,2128.5,1894,905,997,924,605,2524.5,2586,1469,2304.5,2314,1074,
0,3450.3347,3310.1165,3332.4098,2073.9914,1791.4864,937.2763,-981.2655,-1112.6608,-1595.9615,516.5,453,624,729,588,757,-0.6528571429,-0.6840408383,-0.5176807901,0.3272153714,0.2538507702,0.02517753389,0.6977256053,0.6840408383,0.4622467772,-0.4141048825,-0.5205870363,-0.4990072799,3471,3134,2382,618,625,876,1759.5,1865,2265,992,1090,1438,
0,2930.3114,2717.8714,2445.4393,2243.1369,1889.6962,1051.7624,-577.6852,-663.4107,-966.9249,361,401,449,541.5,324,557,-0.7433649289,-0.8013488657,-0.5728527607,0.4054828541,0.3548535854,0.1207650273,0.8040706229,0.8013488657,0.6226265823,-0.4836710369,-0.6239117818,-0.485687904,3678.5,2938,2051,399.5,453,477,1556,1399,1609,655.5,629,775,
0,3351.1779,3405.4543,3166.4364,2556.1608,2210.6995,1731.3888,-736.1509,-1131.7802,-1219.1278,402.5,401,428,562,420,570,-0.7592116538,-0.785440613,-0.6772366931,0.3820262538,0.2621885157,0.1836163836,0.8269187987,0.785440613,0.7062211982,-0.5312760634,-0.658952497,-0.5637198622,4106,3495,2962,389,570,510,1836,2043,2043,710.5,911,962,
0,1762.8587,1756.4552,1773.4468,671.8702,676.7461,668.7036,-210.4155,-225.522,-329.8877,363.5,332,332,565.5,498,516,-0.4698851652,-0.4992458522,-0.4842578711,0.3268457796,0.3107692308,0.282937365,0.5019157088,0.4992458522,0.4954682779,-0.1689933872,-0.2230889236,-0.2332838039,1568,1491,1485,520,563,501,795.5,784,830,360.5,341,445,
0,1482.5978,1437.2622,1261.3084,405.6021,440.9183,254.2943,-37.4598,-48.9704,-79.6144,387,368,426,550,462,507,-0.414893617,-0.4327808471,-0.2828854314,0.3901228116,0.449689441,0.3437037037,0.4126394052,0.4327808471,0.3537313433,-0.02955447728,0.02099447514,0.06736842105,1330,1167,907,553,539,433,583.5,443,443,360.5,323,283,
0,3489.2449,3004.6815,2707.5881,1909.4951,1200.799,364.6232,-830.9321,-967.6666,-1430.6212,427.5,462,598,729,772,808,-0.6471869328,-0.5273951638,-0.3235663458,0.3262542621,0.1664329126,-0.1157718121,0.6604463959,0.5273951638,0.3347403968,-0.4068348251,-0.3956947162,-0.4234748484,3403.5,2495,1581,696,694,788,1729,1783,1995,877.5,894,1230,
0,2448.8981,2364.2291,1979.3792,1736.0164,1636.1754,1100.7225,-372.474,-398.0542,-523.4553,321,314,334,471.5,349,415,-0.7221158096,-0.7612859097,-0.6436238729,0.4043013337,0.3960422879,0.2945552925,0.77198302,0.7612859097,0.6915598763,-0.4488603156,-0.5228981545,-0.4307270233,2922,2575,1914,376,442,349,1239.5,1114,1043,493.5,422,526,
1,1835.9419,1936.2322,2230.1941,834.1346,767.4502,497.1569,-125.6888,-154.6684,-169.6697,362,392,797,568,563,846,-0.4638980651,-0.5006651885,-0.3188405797,0.4478413069,0.4129436326,0.340974212,0.5383089512,0.5006651885,0.3787878788,-0.02026735662,-0.1105845182,0.02483343428,1551,1692,1638,465.5,618,738,591.5,703,805,332,422,504,
1,1719.0425,2115.6734,2896.707,1025.6012,1042.5555,745.8827,-159.1464,-535.1608,-678.6671,333.5,352,801,436.5,470,1002,-0.5926271582,-0.6110881258,-0.3574863738,0.4376579612,0.2834541859,0.1810320781,0.6596158522,0.6110881258,0.4406260633,-0.2092391304,-0.3962748876,-0.1886639676,1706.5,1947,2117,350,463,822,667.5,1087,1468,342,583,818,
0,2763.4666,3072.2233,3598.489,2018.8433,2192.5083,1784.5712,-569.5679,-780.2824,-738.1351,322.5,331,752,477.5,361,900,-0.7489484753,-0.8056004308,-0.5767693393,0.3950513735,0.3387901777,0.3387901777,0.8096015232,0.8056004308,0.6380068393,-0.5026041667,-0.6420426376,-0.2957746479,3326.5,3353,3353,350,500,741,1442.5,1656,1656,607,673,951,
0,3174.5408,3332.7907,3470.9614,1387.0032,1474.7542,1371.0468,-738.7571,-843.6947,-867.3119,504.5,520,779,811.5,818,901,-0.5930290873,-0.563034188,-0.5291350928,0.3017108903,0.251497006,0.251497006,0.608150867,0.563034188,0.5436560274,-0.3548002385,-0.3629283489,-0.320256507,3176.5,2926,2926,774,816,865,1704,1750,1750,875.5,907,1011,
1,1629.0462,1703.5635,2032.4072,702.2379,645.8212,419.0515,-210.6158,-192.5291,-270.9045,327,350,770,471.5,464,739,-0.4622184203,-0.5151515152,-0.3229500687,0.3851971907,0.3627819549,0.2661113547,0.5325762104,0.5151515152,0.3765490944,-0.09370494954,-0.1873905429,-0.06218274112,1282,1450,1444,391,584,654,569,678,837,326.5,385,504,
0,3727.0404,4008.0868,4332.6196,1813.6037,1772.9006,1670.4017,-1872.5935,-1748.1622,-1567.8962,435,461,894,676,848,1101,-0.6605999749,-0.5999056381,-0.5225498699,0.1281657713,0.1127153404,0.1325806452,0.7024835928,0.5999056381,0.5772686433,-0.5816831683,-0.5225225225,-0.4189973615,3307.5,3391,3511,578,773,941,2556,2704,2689,1268.5,1444,1375,
0,3848.8117,4107.5634,4308.8437,1878.7792,1819.9545,1674.939,-1750.0021,-1555.2014,-1560.6144,415,499,945,757,899,1101,-0.6424185168,-0.5923826797,-0.5226533709,0.1552454523,0.1478999837,0.1478999837,0.6845930233,0.5923826797,0.5923826797,-0.5411425974,-0.4871648602,-0.4061488673,3477,3512,3512,651,892,899,2542.5,2607,2607,1175.5,1335,1436,
0,1786.872,1721.6602,1648.9424,683.9706,609.3418,419.1013,-163.0931,-153.5751,-216.9607,377.5,345,451,589,529,566,-0.4897119342,-0.4621250635,-0.3728531856,0.3095963442,0.3656220323,0.2994231778,0.5126457005,0.4621250635,0.3851313583,-0.2123035774,-0.1161236424,-0.08265802269,1719.5,1438,1239,554,581,550,906.5,668,668,432.5,361,424,
0,3708.7537,3633.9224,3557.821,1652.8866,1701.9881,1601.7764,-1566.4869,-1535.9787,-1523.1012,517,475,518,846.5,679,732,-0.585709042,-0.6465382613,-0.6114649682,0.1535380507,0.145806919,0.1256952169,0.6073421803,0.6465382613,0.6344549125,-0.4748759305,-0.5528482055,-0.5262135922,3240,3163,3036,791.5,732,679,2377.5,2358,2358,1381.5,1324,1272,
0,4695.7331,4597.4119,4137.811,1057.4126,883.8446,764.82305,-1694.7075,-1705.0687,-1569.8198,953.5,1076,960,1286,1444.5,1220.5,-0.4119798811,-0.3560682046,-0.3791963377,0.08322371306,0.05560857118,0.04903762453,0.3850639157,0.3560682046,0.34632572,-0.34042826,-0.3065290446,-0.3364142993,3088,3042,2711.5,1371,1370,1316.5,2613.5,2721.5,2458,1683.5,1795,1660.5,
0,4630.17185,1765.4717,1172.80445,1073.80445,598.8077,125.64605,-1212.8708,-68.3864,-144.1226,344,508,434.5,501,541,507,-0.4967353089,-0.4672575086,-0.192353644,0.3713759779,0.508097166,0.2773037543,0.5825809878,0.4672575086,0.2882960413,-0.1537162162,0.0535540409,0.0897367007,1490,1490,748.5,393,601,413.5,683,486,423.5,362,459,359.5,
0,14183.3009,6926.4927,3434.5813,-2132.5243,1165.1417,1842.5769,-2379.7713,-1929.0163,-908.9205,10192,2064.5,566.5,2354,2240,707.5,-0.3748921198,-0.3433492122,-0.6450075263,0.2141642727,0.1474178404,0.3021547016,0.3960229188,0.3433492122,0.6633688483,-0.1747589833,-0.2063773251,-0.4258470278,5177.5,4582.5,3278.5,2240,2352.5,663.5,3351,3405,1757,2535,2582,986,
0,10240.8942,7239.18065,4005.61895,443.1369,683.1261,824.73005,-2512.5225,-2049.462,-1481.17225,2269.5,2231,928,2543.5,2609.5,1109.5,-0.2605567265,-0.2515416607,-0.4188056574,0.1213551432,0.1006432085,0.07929866507,0.253541486,0.2515416607,0.3595181328,-0.143746844,-0.1548178138,-0.3511695906,4336,4363.5,2708.5,2582,2584,1276,3397.5,3565.5,2310.5,2742.5,2816,1620,
0,10396.9923,4833.92325,3995.31415,452.907,1413.96005,1781.74995,-2617.1442,-1762.122,-1724.28585,2079.5,1107,620,2363,1235,844.5,-0.3464251141,-0.4863797047,-0.6003312825,0.1975399754,0.1042793141,0.108143536,0.3655936601,0.4863797047,0.6385221078,-0.1598222222,-0.4025157233,-0.5263600673,4868,3574,3381.5,2261.5,1372.5,746,3262,2899,2721.5,2353,1725.5,1363,
0,14618.2327,6686.99915,2918.7584,-2230.44,887.04865,1168.7057,-2584.9374,-1819.4715,-972.602,10182,2102.5,606.5,2485.5,2303.5,693.5,-0.3404100046,-0.2944869832,-0.5554487179,0.1895902025,0.113482184,0.1781985919,0.3655041903,0.2944869832,0.5687732342,-0.1612250063,-0.1872629443,-0.4186923722,5051,4226.5,2426.5,2347,2310,667,3441,3365,1692.5,2663,2374.5,939,
1,9666.6944,1426.795,916.41235,446.2197,461.28935,254.6138,-2618.7821,65.3378,46.69975,2041,472,348.5,2208.5,420,386.5,-0.212866435,-0.4745073506,-0.3054806828,0.1457912458,0.4580884627,0.4595680563,0.2462918879,0.4745073506,0.4322326269,-0.06922347487,-0.02097902098,0.179252479,3403,1178.5,726.5,2058,602.5,288,2537,438,269,2168,149.5,105.5,
1,8291.1252,1600.47255,1154.949,597.1128,513.0494,368.01475,-2181.7541,-74.5257,-18.3478,1809,469,385,1935.5,459.5,461.5,-0.2429102288,-0.4766514806,-0.341184868,0.1651998533,0.3708696801,0.4017157777,0.2715086034,0.4766514806,0.4824457594,-0.08095916429,-0.128496918,0.07014492754,3177.5,1296.5,939.5,1820.5,626,328,2276.5,595,401,1889.5,262,167.5,
1,9952.9124,2004.15065,1421.58975,434.7243,781.07665,582.2792,-2678.5043,-152.8889,-90.4089,2186,509.5,343,2308.5,542,487,-0.2254655259,-0.5225721207,-0.4381309489,0.1541195987,0.3753729859,0.3712871287,0.2542925824,0.5225721207,0.5369913687,-0.07391435162,-0.1831198191,-0.07982994804,3652.5,1728.5,1246.5,2171.5,678,375.5,2677,785,571.5,2332,352.5,206,
1,10479.2034,1738.36565,1171.40945,396.8413,561.2382,268.13375,-2860.2299,-87.6375,-66.99705,2272,534.5,410.5,2446.5,501,462,-0.2267699115,-0.4778530485,-0.3052631579,0.143130614,0.3973885193,0.3573103987,0.2559456399,0.4778530485,0.3871354375,-0.08644510829,-0.0993258427,0.05841924399,3881.5,1418,868,2299.5,652.5,383.5,2909.5,611.5,411,2425,330,247,
1,8347.6263,1731.7946,1217.0692,802.2941,689.42225,473.2123,-2116.5469,-108.51025,-66.4052,1812.5,472,349,1979,481,411,-0.2832307135,-0.5177944862,-0.4404356705,0.1813937979,0.4038015763,0.4244362168,0.3167332528,0.5177944862,0.5266955267,-0.1073522779,-0.1441281139,-0.01967799642,3543,1514,1058,1838.5,550.5,328,2455,643,427.5,1871,307,229,
1,8528.3323,1259.43465,934.6107,556.5088,299.3463,161.17075,-2169.3813,46.77275,-16.7,1786,444,393.5,1930.5,439,387,-0.2347636508,-0.3728571429,-0.2579098754,0.1668851845,0.4571645186,0.3673788431,0.2629231705,0.3728571429,0.3326561706,-0.07064628716,0.1016311167,0.1209268646,3115,961,656,1818,524,328.5,2224,358,303.5,1888.5,194.5,175.5,
0,815.3738,818.0922,730.4157,-9.1147,-58.0981,-223.3536,132.4401,133.9123,145.1002,490,325,356,634.5,431,508,-0.2071227741,-0.009195402299,0.3281045752,0.3435326843,0.4608985025,0.3597883598,0.2689655172,0.009195402299,-0.2529069767,0.1468594668,0.4536256324,0.6152623211,966,439,257,556.5,452,431,472,162,121,299,100,100,
0,891.0887,848.7254,821.53,-75.2041,-137.4989,-222.6787,192.5473,175.3863,184.0596,511,346,346,702.5,466,609,-0.1676540284,0.0787037037,0.3210412148,0.3890063425,0.4906367041,0.4423963134,0.2345756342,-0.0787037037,-0.1953727506,0.2367957746,0.5481727575,0.6684931507,985.5,398,313,611,545,465,433.5,136,121,299,100,101,
0,962.0146,1021.8656,906.8264,-9.5313,-60.1846,-254.4166,149.8567,152.687,193.5822,533,367,420,678.5,534,624,-0.1948976565,-0.02108157654,0.2892561983,0.3608108108,0.4619422572,0.4989106754,0.2459016393,0.02108157654,-0.2164009112,0.1784628745,0.4451962111,0.6887686062,1007,557,344,609.5,565,534,473,205,115,317,144,144,
1,2491.6128,5264.1147,5264.1147,1295.5381,472.3931,472.3931,-279.762,-351.5302,-351.5302,1677,2162,2162,1828.5,2038,2219,-0.2861604529,-0.2395522388,-0.1990615412,0.3800397947,0.2921042396,0.2921042396,0.3245552317,0.2395522388,0.2395522388,0.1053347438,0.05650596164,0.09878682842,3294.5,3322,3322,1680,2219,2038,1480,1820,1820,904.5,1295,1295,
1,2039.1042,2039.1042,1400.867,961.9688,961.9688,591.5904,-149.4098,-149.4098,-192.0826,1698,375,313,1883,516,399,-0.2447608543,-0.5730244104,-0.511627907,0.3898343036,0.4303987961,0.3445835602,0.2882938979,0.5730244104,0.53894081,0.1603759051,-0.189316575,-0.2027972028,3103.5,1901,1235,1714.5,627,370,1362.5,757,602,921.5,386,302,
