1005,TCB_05_T1,TCB_05_T2,TCB_05_T3,TCG_05_T1,TCG_05_T2,TCG_05_T3,TCW_05_T1,TCW_05_T2,TCW_05_T3,blue_05_T1,blue_05_T2,blue_05_T3,green_05_T1,green_05_T2,green_05_T3,mndwi_05_T1,mndwi_05_T2,mndwi_05_T3,ndmi_05_T1,ndmi_05_T2,ndmi_05_T3,ndvi_05_T1,ndvi_05_T2,ndvi_05_T3,ndwi_05_T1,ndwi_05_T2,ndwi_05_T3,nir_05_T1,nir_05_T2,nir_05_T3,red_05_T1,red_05_T2,red_05_T3,swir1_05_T1,swir1_05_T2,swir1_05_T3,swir2_05_T1,swir2_05_T2,swir2_05_T3,.geo
1,1422.39545,1245.554,903.09615,462.1924,378.887,170.1394,-179.4837,-168.2441,-45.65675,310,293,276.5,571,347,399.5,-0.3697571744,-0.4730447988,-0.2250242483,0.3209153805,0.2605588044,0.2706237425,0.5097323601,0.4730447988,0.3386327504,-0.05541770058,-0.2423580786,0.04855643045,1241,970,631.5,403,487,312,638,569,362.5,304,247,140.5,
0,811.8975,825.18765,830.47625,-255.26735,-267.9868,-286.893,264.61695,271.8078,240.3101,364,349.5,335.5,615,508,658.5,0.357615894,0.2731829574,0.4078033137,0.5437665782,0.5890410959,0.5738636364,-0.2016460905,-0.2731829574,-0.3005050505,0.754636234,0.7427101201,0.7955010225,291,290,277,438,658.5,515,86,75,75,48,41,92,
0,515.31805,506.65175,535.3948,-28.8769,-42.3756,-81.3997,156.903,151.8111,135.1345,231,201.5,237.5,354,253.5,392.5,0.0976744186,-0.03886255924,0.2170542636,0.6581196581,0.6758409786,0.472303207,0.06593406593,0.03886255924,-0.02226524685,0.7101449275,0.6541598695,0.6252587992,291,274,252.5,255,353.5,264,60,53,90.5,21,20,20,
0,2746.26425,2640.5588,2546.74605,2153.1127,2044.9221,1814.94505,-623.66495,-580.98515,-534.24625,206,208,270,394,283.5,437.5,-0.7812933666,-0.8287009063,-0.7295208655,0.3814033577,0.3819634703,0.3708195516,0.836863194,0.8287009063,0.7846889952,-0.5696340797,-0.6536346976,-0.4917223352,3209,3026.5,2797.5,285,390,337.5,1437,1353.5,1284,579,516.5,504,
0,4532.40565,4058.5925,3950.324,1328.90655,1500.0479,1547.38595,-2406.51465,-2058.8666,-1964.707,741,559,559,1164,852,840.5,-0.501285347,-0.5764354959,-0.579118678,-0.01170497814,0.06248952923,0.07016204293,0.431957499,0.5764354959,0.603202847,-0.5099978952,-0.5331506849,-0.5305124983,3504,3171,3153.5,1390,862,780.5,3587,2798,2740,2677,1827,1689.5,
0,4188.2233,3888.20795,4074.148,1505.87115,1680.22585,2459.2135,-2194.8642,-1860.075,-1561.7779,584,468,412.5,881,753,694.5,-0.5914676559,-0.621322605,-0.7043422733,0.08162622124,0.07727006933,0.2172392825,0.5966503838,0.621322605,0.7563062075,-0.5357048748,-0.5714895433,-0.5750994188,3432,3224,4003.5,867,778.5,555.5,2914,2761.5,2574.5,1549,1473.5,1266,
0,3928.21895,3751.6055,3627.4803,2391.7112,2395.2346,2405.82225,-1199.3051,-990.62935,-806.325,486,414,373,762,538.5,747.5,-0.6708423326,-0.7556160654,-0.673652041,0.2717409173,0.3179456605,0.3519661435,0.7149190867,0.7556160654,0.7651663405,-0.4880752435,-0.5760677032,-0.4216634429,3868,3868.5,3833.5,643,738,510,2215,2002,1837.5,1194,939.5,798.5,
0,3025.5964,2957.1786,2822.51025,2492.3962,2379.8191,2066.6754,-569.241,-611.78655,-625.53785,231,236.5,256,418,284.5,463,-0.7968901846,-0.8486098177,-0.7432769615,0.4294549671,0.4116212922,0.3787961846,0.8606289308,0.8486098177,0.8024939086,-0.5586061246,-0.6715728716,-0.5073157755,3698,3474,3144,277,408.5,344.5,1476,1448,1416.5,577,586.5,607.5,
0,3644.60035,3592.46695,3634.92375,2222.54095,1958.6287,1905.63855,-1317.78955,-1531.37805,-1544.5701,359,338.5,388,657,565.5,688.5,-0.710189678,-0.7093292213,-0.6551033187,0.2753289474,0.1493994643,0.1413766301,0.7747768368,0.7093292213,0.6963162624,-0.5405594406,-0.6263010078,-0.5661625709,3877,3325.5,3304,492,644.5,591.5,2203,2461,2485.5,869,1150.5,1169.5,
0,4851.6265,4734.36275,4654.04725,-187.13385,-213.1093,-241.40315,-2011.10035,-1866.9276,-1774.37505,1352,1338.5,1327,1754,1937.5,1760.5,-0.148336975,-0.07792980369,-0.1133215815,-0.04173419773,-0.06742151312,-0.06215528214,0.08139003201,0.07792980369,0.06826144738,-0.1889017341,-0.1445916115,-0.174249531,2365,2265,2210.5,2009,1754.5,1928,2571,2592.5,2503.5,2396,2392,2322,
0,413.55245,457.42925,502.1812,-7.38565,-26.63715,-52.4483,129.01675,123.15255,102.57985,206,188.5,197.5,301,223.5,344.5,0.05985915493,-0.065830721,0.1492910759,0.7281553398,0.632,0.4825581395,0.1242105263,0.065830721,0.02615694165,0.7551020408,0.590747331,0.5893886967,267,255,255,208,302,242,42,57.5,89,23,24,46.5,
0,3406.36955,3212.56545,3057.636,2240.27435,1943.58575,1587.4458,-1010.84305,-1084.52305,-1151.50005,297,288,340.5,653,465.5,619.5,-0.7043242019,-0.7446516731,-0.6376663255,0.3190818293,0.243354183,0.1844331641,0.7876988839,0.7446516731,0.6763957491,-0.4969183359,-0.612244898,-0.5136408243,3764,3180.5,2800,447,619.5,540.5,1943,1935.5,1928,834,905,964.5,
0,3237.7206,3208.71595,3024.8713,2121.43525,2024.5812,1680.46635,-981.41535,-962.67725,-999.2012,280,294.5,346,606,471.5,615.5,-0.6972270797,-0.7473204716,-0.6469744766,0.2818867925,0.2713979333,0.2140365712,0.771577575,0.7473204716,0.6951003542,-0.5169390195,-0.597008547,-0.5025257628,3397,3260.5,2871.5,438,598.5,516.5,1903,1868.5,1859,794,797.5,797.5,
0,3456.69025,3214.52835,2784.36905,1215.3555,1335.10245,1486.8893,-2068.1406,-1756.22135,-1036.44805,313,353,353,613,581.5,578,-0.597108117,-0.6307936508,-0.6334812936,-0.01219512195,0.005185402602,0.1808388723,0.6087388282,0.6307936508,0.7039854473,-0.6048984853,-0.6276612774,-0.511205074,2430,2568.5,2576,591,642.5,447.5,2490,2542,1787,1194,1239,814.5,
0,3509.01935,3359.2989,3689.5994,1224.71215,1353.2604,1907.92255,-2160.54155,-1839.2488,-1632.9834,454,400,400,686,615.5,706.5,-0.5996498395,-0.6247523243,-0.6492926284,-0.06752849124,0.01873088685,0.1295257522,0.530002791,0.6247523243,0.7016645327,-0.6412133891,-0.613197172,-0.5674931129,2741,2665,3322.5,842,679,582.5,3138,2567,2560.5,1965,1404,1237.5,
0,3668.67905,3467.68055,3617.0721,1342.8952,1436.3975,1816.6365,-2146.75115,-1874.3116,-1720.04165,456,410.5,410.5,768,632,680.5,-0.541218638,-0.6303012577,-0.6490911435,0.01835405565,0.02822357499,0.1077242813,0.4797820476,0.6303012577,0.7031021169,-0.5281105991,-0.6129822413,-0.582066636,2580,2787,3198,907,680.5,557.5,2487,2634,2576,1229,1428,1309.5,
0,2842.0552,2747.5849,2618.8835,2401.7158,2198.017,1836.71325,-600.0951,-633.71575,-744.34985,255,221.5,251,361,264,408.5,-0.8131469979,-0.8477069513,-0.7470979725,0.4176446783,0.3852308358,0.3180756656,0.8475738397,0.8477069513,0.7983112952,-0.5988888889,-0.6867398398,-0.5627508697,3503,3203,2822,289,352.5,316.5,1439,1421.5,1460,544,551.5,637,
1,3298.2742,3189.23395,2684.2176,1971.72615,1990.8924,1678.7598,-295.59005,-302.21895,-289.37505,488,411,359,956,575.5,692,-0.5632709,-0.7055136242,-0.6038356949,0.438419504,0.4297050938,0.4184810127,0.6915472071,0.7055136242,0.711362248,-0.1657940663,-0.3958005249,-0.2480304265,3422,3333,2801.5,624,840,472.5,1336,1329.5,1148.5,588,474.5,412.5,
1,3253.4863,3057.91335,2438.60505,2146.10745,2029.13135,1484.59955,-397.0361,-382.8378,-239.95475,399,380.5,336,768,494,630.5,-0.6327994262,-0.7387970919,-0.6009493671,0.4339701869,0.4380671258,0.4524834912,0.7165116864,0.7387970919,0.6922562301,-0.2741020794,-0.4446318156,-0.2039141414,3415,3288.5,2529.5,564,698,460,1348,1285,953.5,579,554.5,450,
0,3810.25835,3722.75055,3676.9759,2829.9092,2678.0769,2271.35375,-1108.2378,-1128.6923,-1250.20845,275,266.5,333.5,620,407.5,627,-0.7654624551,-0.8168333521,-0.7086092715,0.339360023,0.2969677523,0.2416413374,0.8262570925,0.8168333521,0.7397373713,-0.575633128,-0.686357514,-0.5634464752,4667,4042,3676.5,444,571.5,550,2302,2191,2245.5,976,871,1008,
0,3108.90175,3032.0313,3001.84175,1900.3325,1777.32835,1518.358,-885.21095,-932.7572,-1036.1702,347,337,390.5,644,479.5,642.5,-0.6611418048,-0.7226720648,-0.61897702,0.2917348609,0.2687965921,0.1956640753,0.7341389728,0.7226720648,0.6580625569,-0.4576842105,-0.5632969035,-0.4816458249,3157,2978.5,2730,484,613.5,563,1731,1716.5,1836.5,834,855.5,881,
1,1654.1909,1557.81545,1481.0265,794.96345,774.07795,719.92795,-143.75715,-183.54415,-159.67145,316,292.5,296,517,344.5,452.5,-0.4572178478,-0.6183882581,-0.5061391542,0.3515092502,0.3587537782,0.3693872488,0.5657078398,0.6183882581,0.6102683781,-0.1259509721,-0.333655706,-0.1681985294,1388,1461,1380,385,467,334,666,689.5,635.5,282,258,248,
0,2343.07655,2208.17905,2060.91875,1665.29485,1572.58685,1386.5594,-655.64265,-541.20565,-404.65125,231,210,233.5,397,269.5,412.5,-0.7331092437,-0.7989556136,-0.683908046,0.3217123814,0.3470185728,0.3566908474,0.8015373864,0.7989556136,0.7572970812,-0.538372093,-0.6253041363,-0.4327947748,2578,2411.5,2197.5,284,373.5,303.5,1323,1169,1042,588,484,377.5,
0,3035.4594,2932.8287,2828.7924,2496.91735,2326.28885,2024.5172,-648.27415,-667.67645,-635.20695,250,219,282.5,398,295,457.5,-0.804470646,-0.8404974317,-0.7434459554,0.4113352546,0.3847249059,0.3628493151,0.8639939102,0.8404974317,0.7852426069,-0.5875647668,-0.673582296,-0.5211930926,3673,3404,3109,268,392.5,374,1532,1512.5,1453.5,617,587,587.5,
0,506.52905,462.63515,448.71725,41.6896,1.08255,-39.1333,37.8076,78.9022,77.29795,244,210,208,311,185.5,319,-0.07851851852,-0.1943539631,0.1557971014,0.4473161034,0.5850144092,0.5278688525,0.2380952381,0.1943539631,0.1135005974,0.3822222222,0.440776699,0.631713555,364,275,233,224,293.5,185.5,139,72,72,156,64.5,64.5,
1,2586.47175,2518.83155,2152.8934,1436.65285,1451.4562,1160.29865,-276.5519,-262.74,-241.57595,388,382,330.5,678,506.5,625,-0.5780958307,-0.6671048308,-0.5403566832,0.4100639422,0.4156550858,0.3813685078,0.6645881195,0.6671048308,0.6453260016,-0.2202415181,-0.3479240425,-0.2002559181,2536,2536.5,2094.5,511,673,451.5,1061,1047,938,446,425,350,
0,502.23525,510.2025,513.33655,15.1577,-12.75905,-32.9637,75.7512,63.961,55.088,240,255.5,282.5,273,203,332.5,-0.08542713568,-0.1731160896,0.101905551,0.4828375286,0.4845360825,0.4281949934,0.2705882353,0.1731160896,0.1593582888,0.414507772,0.3399339934,0.5079365079,324,288,271,186,315,196.5,113,100,108.5,92,79.5,84,
0,532.74905,526.45565,518.7823,6.4696,-0.977,-8.10695,34.7615,32.8573,59.08015,273,250.5,275.5,314,201,312,-0.0172143975,-0.1943887776,0.02716049383,0.3347022587,0.3288740245,0.4628712871,0.1284722222,0.1943887776,0.1903323263,0.3193277311,0.1436699858,0.4839476813,325,298,295.5,251,310.5,201,162,150.5,108.5,92,74,79,
0,569.0912,562.3293,559.23915,-31.5082,-52.21405,-77.49145,83.87855,131.54305,145.5781,253,232.5,230.5,356,294.5,383,0.03639010189,-0.006745362563,0.1632498102,0.4025423729,0.6113360324,0.5856115108,0.03276131045,0.006745362563,-0.03333333333,0.4325955734,0.6070941337,0.6835164835,331,298.5,275.5,310,348,294.5,141,72,72,129,59,41.5,
0,521.65765,537.90305,576.1415,-21.7165,-38.15405,-62.6084,113.3219,122.21065,148.1222,213,205.5,203.5,318,265.5,402.5,0.03752039152,-0.0509383378,0.1467236467,0.4355231144,0.6333333333,0.6755244755,0.06115107914,0.0509383378,0.009267059815,0.465437788,0.6018099548,0.7480998914,295,294,299.5,261,349,294,116,66,58,93,64,64,
0,552.97105,580.67725,603.86425,-23.80155,-65.83835,-87.9199,134.3414,158.93805,166.1255,250,218.5,221,370,333,361,0.04519774011,0.04881889764,0.09809885932,0.5794392523,0.6324324324,0.5303225806,0.01349325337,-0.04881889764,-0.1109445277,0.6086956522,0.6608478803,0.5973451327,338,302,296.5,329,356,370.5,90,68,91,58,41,23,
0,1995.7204,1935.10015,1884.2257,1341.89305,1300.44485,1254.5742,-431.3163,-377.1655,-304.6214,224,216.5,238,361,304.5,386,-0.7126939912,-0.7437946992,-0.6787349147,0.3611638204,0.3814364273,0.4016678249,0.7375857893,0.7437946992,0.741044454,-0.473377097,-0.5058823529,-0.3809141941,2152,2072.5,2017,325,358,300,1010,928,861,446,408.5,358,
1,1872.65765,1659.08035,1515.6793,891.8673,746.64805,650.0526,-93.25465,-173.7331,-213.5722,363,319.5,292,652,429.5,431,-0.4320557491,-0.5565307176,-0.5135440181,0.4522968198,0.3839798026,0.3330019881,0.5350140056,0.5565307176,0.5347639485,0.0251572327,-0.2194457065,-0.2177858439,1644,1507.5,1341,498,495,406.5,620,671,671,332,328.5,316,
1,2127.4391,1613.9599,1557.0841,631.8708,577.17695,346.7074,-327.4005,-97.01855,-165.155,525,339,348,811,530,558,-0.3417207792,-0.4397463002,-0.3392539964,0.2883865939,0.3890872004,0.2707865169,0.4765520322,0.4397463002,0.3181818182,-0.05916473318,-0.06111603189,-0.0753935377,1653,1362,1131,586,512.5,585,913,599,649,543,303,342,
1,2185.4929,1547.0374,1539.8337,633.3887,483.1112,187.5662,-302.4474,-52.54215,-191.0131,527,363.5,397,852,549,609,-0.3299252851,-0.3943739658,-0.23875,0.2987711214,0.433106576,0.2085365854,0.4634357421,0.3943739658,0.227244582,-0.03456090652,0.04671115348,-0.03179650238,1691,1264,991,620,511.5,624,913,500,649,543,325.5,387,
0,3674.4175,3555.0928,3603.8699,1491.9173,1237.1128,1157.6044,-761.9344,-1455.97675,-1518.8305,816,606.5,635,1019,863.5,895,-0.5113881563,-0.5229940616,-0.5041551247,0.2875816993,0.09090909091,0.07609988109,0.5496558505,0.5229940616,0.5024903154,-0.2623959464,-0.453653907,-0.445133292,3152,2757,2715,916,854.5,899,1744,2297.5,2331,971,1295.5,1383,
0,3841.9667,3548.66565,3548.66565,1884.9547,1966.7037,1966.7037,-742.1762,-1427.5706,-1427.5706,716,401.5,401.5,1019,524.5,681.5,-0.554924656,-0.7269295848,-0.6591221708,0.3298468435,0.1613129103,0.1613129103,0.6259419959,0.7269295848,0.7269295848,-0.2755065766,-0.6407534247,-0.5570360741,3560,3317,3317,819,681.5,524.5,1794,2395.5,2395.5,935,1046,1046,
0,4173.488,3815.6267,3807.865,2336.5555,2396.68865,2340.6173,-1104.4401,-1255.49895,-1292.9555,599,389.5,393,980,517.5,718,-0.6088605069,-0.7627235213,-0.6815258372,0.2800889171,0.2448797863,0.236666123,0.7073274036,0.7627235213,0.7591647332,-0.3963658762,-0.6367783822,-0.530412034,4031,3844.5,3791,691,698,519,2267,2332,2340,1040,974,1020,
0,4315.0406,3734.92195,3746.9514,2388.7548,2086.9235,2005.6997,-1209.4343,-1464.32555,-1463.4936,620,414.5,436,980,537.5,815,-0.6172622535,-0.7346989141,-0.6180880975,0.2725875845,0.1763032382,0.1655696203,0.7023638232,0.7346989141,0.7226240958,-0.4144009561,-0.6414874104,-0.5041070885,4141,3514.5,3453,724,746.5,556,2367,2461,2472,1147,1113.5,1117,
0,2378.3386,1998.1184,2008.1324,1415.7782,951.68365,865.6298,-431.7261,-540.9059,-614.7879,356,348,361,534,413,517,-0.6366110922,-0.6258210646,-0.5369458128,0.3668655868,0.2377996206,0.1850828729,0.6960507757,0.6258210646,0.5970218706,-0.3519417476,-0.4558629776,-0.390689452,2405,1794.5,1716,431,493.5,433,1114,1105,1180,507,513.5,549,
0,3597.2928,3374.7037,3322.2448,2380.0372,1894.6631,1681.189,-712.9029,-1178.44565,-1376.3492,438,399,414,738,555.5,664,-0.6758181419,-0.7050703478,-0.6347634763,0.3730430088,0.2067637388,0.1332697807,0.7564456722,0.7050703478,0.6824228701,-0.4048387097,-0.5833489593,-0.5478379299,3815,3211.5,2972,529,646,561,1742,2111,2273,757,931.5,1022,
0,1350.8877,913.0059,913.0059,-158.6858,-334.49325,-334.49325,173.5298,312.3433,312.3433,521,419,419,819,574.5,743.5,0.103030303,0.3237327189,0.4339440694,0.4021052632,0.6305555556,0.6305555556,-0.01842299189,-0.3237327189,-0.3237327189,0.4850407978,0.7925117005,0.8358024691,666,293.5,293.5,691,743.5,574.5,284,66.5,66.5,222,50.5,50.5,
0,4117.7959,3826.55285,3864.9804,2257.0455,2540.0384,2498.5311,-1029.1886,-1097.233,-1165.0241,619,392,398,938,511.5,713,-0.6164383562,-0.7733215156,-0.6958839838,0.2872028655,0.2976084313,0.2805152979,0.6792693288,0.7733215156,0.7718360071,-0.4000639591,-0.6179271709,-0.5161180862,3953,4001.5,3976,755,665,512,2189,2166,2234,1003,927,972,
0,1449.7972,397.26415,436.2614,281.568,-58.30535,-38.4891,-100.5651,114.6427,112.4469,562,228,229,588,187,310,-0.2763076923,-0.02094240838,0.146025878,0.3662714097,0.7030567686,0.6267605634,0.3735099338,0.02094240838,0.0973871734,0.1000935454,0.6923076923,0.7079889807,1037,195,231,473,285.5,190,481,34,53,363,26.5,28,
0,1346.0514,410.9666,477.3294,219.2218,-61.1035,-64.9163,-85.2341,92.5926,74.3687,543,252,256,589,185,301,-0.2203838518,-0.02631578947,0.1337099812,0.3143264433,0.4942528736,0.4556962025,0.3528980191,0.02631578947,0.008771929825,0.1009345794,0.4741035857,0.5555555556,922,195,230,441,285,226,481,66,86,291,27,70,
0,2165.2048,343.3773,320.0871,382.4979,18.01505,5.702,-213.5876,89.64495,94.8906,814,214,188,843,146.5,158,-0.2801024765,-0.1983584131,-0.1148459384,0.2839400428,0.5368421053,0.592,0.337795627,0.1983584131,0.1024930748,0.004169148303,0.3788235294,0.5119617225,1499,219,199,742,183.5,162,836,66,51,507,-17,-16,
0,2210.4233,392.74715,373.1407,333.6067,-18.6815,-84.6881,-171.7013,80.52835,60.6754,814,251.5,261,883,166,232,-0.2586062133,-0.1365409623,0.2114882507,0.3126094571,0.5360281195,0.3017241379,0.2995231903,0.1365409623,-0.1065088757,0.0587529976,0.4310344828,0.482428115,1499,218.5,151,808,234.5,187,785,66,81,542,26.5,35,
0,988.5758,406.0458,449.6916,180.6405,-73.42555,-67.2216,-69.8167,149.43385,146.7804,384,246.5,284,429,202.5,314,-0.2346119536,0.0253164557,0.1672862454,0.3218720153,0.8421052632,0.8285714286,0.3771144279,-0.0253164557,0.01357466063,0.0943877551,0.8493150685,0.8746268657,692,192.5,224,313,306,218,355,16.5,21,220,4,24,
0,1561.47,766.33005,806.5006,-17.0764,-293.3257,-285.1658,51.7381,284.3559,261.0978,554,423,430,832,469,654,-0.02860478692,0.318341532,0.4125269978,0.3450381679,0.8653846154,0.8630136986,0.1137800253,-0.318341532,-0.2697986577,0.3195876289,0.928057554,0.940652819,881,242.5,272,701,637,473,429,17.5,20,327,49,100,
0,1171.8796,451.8019,472.3871,233.8981,-96.3899,-93.6484,-68.4478,147.0771,130.2569,485,374,371,494,166.5,361,-0.2593703148,-0.07883817427,0.2666666667,0.3515687852,0.7067833698,0.6328125,0.3965087282,0.07883817427,0.04239401496,0.1014492754,0.665,0.7696078431,840,195,209,363,385,192,403,33.5,47,255,4,25,
0,1110.8717,382.0302,442.8098,237.2757,-46.92265,-40.5584,-90.8132,102.62445,57.5852,414,263.5,281,463,166,261,-0.2691397001,-0.07905686546,0.06530612245,0.3311258278,0.7061403509,0.4967320261,0.406824147,0.07905686546,0.09832134293,0.06805074971,0.664160401,0.5443786982,804,194.5,229,339,259,188,404,33.5,77,255,29,76,
0,1170.4129,396.7413,438.063,237.6777,-107.26285,-121.6019,-87.2164,76.4838,71.7763,374,238,245,463,185.5,314,-0.2915072686,0.1141141141,0.3221052632,0.3525641026,0.3849765258,0.3529411765,0.3514811849,-0.1141141141,-0.1679586563,0.06805074971,0.4780876494,0.6061381074,844,147.5,161,405,310.5,226,404,65.5,77,291,49.5,70,
0,1247.5686,1012.9477,691.1353,131.8163,52.4152,-142.8308,234.33475,243.7211,200.06795,453,400,276.5,635,497,480.5,-0.1473648875,-0.1379011275,0.2203174603,0.6299475441,0.6441102757,0.6010430248,0.2107686858,0.1379011275,-0.138245614,0.5319662244,0.5555555556,0.7253141831,854.5,656,307,557,532,405.5,194,142,76.5,139.5,63,46.5,
0,1291.6427,1010.4151,701.8574,141.19965,59.7056,-144.53915,289.18075,216.8108,161.54465,453.5,381,324,674,457,448.5,-0.1400318979,-0.1787960467,0.1872931833,0.6623255814,0.6441102757,0.484885127,0.2053962901,0.1787960467,-0.138245614,0.5756867329,0.5258764608,0.6162162162,893.5,656,307,589,569,405.5,181.5,142,106.5,103,98,68,
0,1319.5382,1072.1059,687.26805,102.32845,16.3213,-135.8849,241.7747,233.9296,174.34935,502.5,440,296,674,536,429,-0.1291989664,-0.1006711409,0.1657608696,0.6170212766,0.556346382,0.4939172749,0.1822793372,0.1006711409,-0.148995149,0.5300794552,0.4827109267,0.6097560976,874,656,307,604.5,569,414.5,207,187,104,157.5,63,46.5,
0,1269.54205,1073.6736,699.0461,118.34985,5.5654,-167.73245,252.4905,263.7245,155.70145,443.5,381,332,652,550,448.5,-0.1344175241,-0.08789386401,0.219578518,0.5912476723,0.6441102757,0.4642857143,0.1843381843,0.08789386401,-0.1817533856,0.4962707975,0.5895953757,0.620596206,854.5,656,287,588.5,607,414.5,219.5,142,105,102.5,81,79,
0,901.2894,1128.838,773.28745,-7.0361,146.7933,-70.73455,197.3822,193.6886,188.9554,429.5,454,336.5,512.5,489,445,-0.02380952381,-0.238317757,0.04032729398,0.6201959307,0.6324435318,0.547596607,0.1197916667,0.238317757,-0.01970149254,0.6053249804,0.4640718563,0.5752212389,537.5,795,410.5,422.5,533,427,126,179,120,83,139,45.5,
0,4407.05165,4160.1336,3947.5946,1435.27235,1089.9884,668.42715,-1695.2825,-1646.9426,-1872.50745,724.5,708,763.5,1132,1215,1098,-0.498060082,-0.4210150107,-0.385820165,0.1237319142,0.09471365639,-0.02805021577,0.4945808449,0.4210150107,0.338827344,-0.3989114563,-0.3398533007,-0.40943929,3378.5,2982,2477.5,1142.5,1106,1223.5,2634.5,2466,2620.5,1713.5,1746,1816,
0,3643.06105,3536.8293,3360.69515,1841.63395,1643.7736,1345.25965,-1173.32235,-1209.5724,-1234.6205,510.5,514,569,754,742,799.5,-0.6326431181,-0.6162399793,-0.5522889542,0.2454934027,0.2121799845,0.1505655287,0.6468853668,0.6162399793,0.5709832814,-0.4583333333,-0.464839524,-0.4381588194,3351,3125,2772,718.5,768,757,2030,2031,2046.5,1174,1190,1142.5,
0,3645.4106,3435.0918,3143.55525,2652.66375,2476.3543,1318.4887,-764.68055,-736.9186,-1066.3489,420,439,505.5,598.5,415,689.5,-0.7441487656,-0.8029907429,-0.5875579483,0.4265734266,0.3788346342,0.1694205772,0.8063087991,0.8029907429,0.5575117371,-0.4652669198,-0.6095954845,-0.464362012,4080,3798,2654,437.5,570,754,1640,1711,1885,931,713,975,
0,4007.17975,3622.6371,3430.92395,1202.76445,1245.3882,953.43315,-1726.9801,-1600.562,-1630.4422,757,579,649,1032.5,862,856.5,-0.4843301286,-0.5302452316,-0.4825555052,0.09769159741,0.1107594937,0.04581291285,0.499873833,0.5302452316,0.4825555052,-0.4058408862,-0.445659164,-0.4466160556,2972,2808,2454,991,835,856.5,2443,2248,2239,1764.5,1592,1566.5,
0,4977.6805,4759.4181,4360.0916,724.78635,683.5908,296.4743,-2320.27575,-2176.1707,-1999.43035,1047,1017,1043.5,1446.5,1508,1314.5,-0.3588919668,-0.3220948528,-0.2962120198,-0.002521350142,0.01501294219,-0.05475841874,0.3236913114,0.3220948528,0.2145992725,-0.3610865724,-0.3085740486,-0.3453685259,3066,2941,2421,1566.5,1393,1565.5,3081.5,2854,2701.5,2493,2429,2178.5,
0,2982.64905,3176.8612,3107.57775,2117.6553,2340.4418,1889.62185,-625.10175,-678.0879,-782.49485,338,338,414,524,399,590.5,-0.7243556023,-0.7981790592,-0.6827827021,0.3869261688,0.3835376532,0.3045288912,0.7907675498,0.7981790592,0.7119825113,-0.4688291941,-0.5975794251,-0.4775492148,3278,3555,3132.5,383,484,527,1449,1584,1670,649.5,653,722,
0,996.0276,979.3766,766.415,-8.0889,212.1819,-31.9199,156.6426,203.9478,142.9273,405,366,330.5,562,367,470.5,-0.02090592334,-0.3481349911,0.04555555556,0.5502645503,0.6960893855,0.5298308103,0.1172545281,0.3481349911,0.09496494583,0.5355191257,0.4592445328,0.5618257261,586,759,429.5,463,493,355,170,136,132,149,81,84,
0,2980.6374,2985.8367,3264.3144,1853.36325,2202.2136,1715.32005,-741.97435,-517.8128,-800.12475,384,339,493.5,580.5,367,735,-0.6797683078,-0.8031643872,-0.6148303419,0.3266528701,0.4164735622,0.2851631738,0.7323282606,0.8031643872,0.6454411961,-0.4539040452,-0.5810502283,-0.399755002,3045,3362,3081.5,470.5,533,664,1545.5,1385,1714,738,562,810,
0,962.543,999.5989,768.41485,-17.00765,147.1218,-14.0015,215.09565,204.8072,172.66425,386.5,386,313.5,563,399,502.5,-0.003980539584,-0.2862254025,0.05235602094,0.6272401434,0.681871345,0.6900093371,0.09187109187,0.2862254025,0.1433986102,0.6248196248,0.491588785,0.7164816396,567.5,719,452.5,472,534,339,130,136,83,97,100,97.5,
0,3283.4861,2903.6808,2817.059,2553.0372,2176.0413,1837.5163,-564.4085,-642.5808,-708.1166,369.5,312,336.5,526.5,331,501.5,-0.7569813063,-0.8164170826,-0.7084302326,0.4342501884,0.3836079425,0.3194881006,0.8318094321,0.8164170826,0.7488468978,-0.4807692308,-0.6301675978,-0.502726822,3806.5,3275,2938.5,349.5,435,422,1501.5,1459,1515.5,615,609,635,
0,4654.45095,4285.3111,4150.5048,1286.9083,1470.2421,1158.90165,-1356.38695,-1236.1689,-1270.283,1136,844,917.5,1422,1116,1243,-0.4168546237,-0.5076108537,-0.4257334257,0.1729757257,0.2155816435,0.1701583088,0.452901598,0.5076108537,0.4505287897,-0.2628304821,-0.3279132791,-0.2755354801,3455,3417,3086,1301,1219,1169,2436,2205,2188.5,1597.5,1472,1498.5,
0,5349.16355,5366.613,5325.2734,730.03915,745.7675,392.3188,-1810.7797,-1831.8835,-1936.6449,1419.5,1347,1497,1760,1890,1825,-0.3106824635,-0.2825963181,-0.2518958803,0.06823078765,0.07560082763,0.02004008016,0.2991071429,0.2825963181,0.2324455206,-0.2477025005,-0.211514393,-0.2330321496,3346.5,3379,3054,1805.5,1656,1902,2919,2904,2934,2157.5,2222,2345,
0,4387.5735,4087.7002,3961.43435,1163.23015,1129.0105,986.6261,-1541.075,-1401.2612,-1392.9175,940.5,829,841,1246,1229,1133,-0.4365815058,-0.4193243562,-0.4269819193,0.1196475771,0.1265704107,0.1153276015,0.4356077723,0.4193243562,0.4139313455,-0.3344017094,-0.3091624508,-0.3277959063,3177,3004,2821.5,1249,1062,1169.5,2498,2329,2238,1663.5,1501,1535,
